LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID618273,618273,2,3.583246708,14.06529988,23.19373117,0,42,14,0.25,1,,26.03278689,27,19,34,1588,3.962184638,18.24590164,18,13,26,1113,3.074929472,23.59016393,24,10,35,1439,6.056338413,,,0.024457921,0.313719393,-0.015289336,-0.184263856,0.385140844,2.166089827
ID618902,618902,2,3.291535854,13.92679998,23.05784305,0,45,15,0.25,1,,25.03278689,25,17,35,1527,3.894300164,16.37704918,16,9,25,999,4.290159027,21.3442623,20,11,39,1302,7.256916806,,,0.002020805,0.025927304,-0.062701907,-0.510734596,0.358722818,1.553056065
ID618340,618340,2,3.490100384,14.07254374,22.98671687,0,48,16,0.25,1,,22.91803279,23,15,32,1398,4.536133015,23.04918033,22,16,33,1406,4.100513096,21.72131148,22,11,33,1325,6.567930033,,,0.028110839,0.276283798,0.029130615,0.318219236,0.39984813,1.889303238
ID618547,618547,2,3.739465237,13.97726475,23.20957871,0,51,17,0.25,1,,29.32786885,29,23,38,1789,3.677505094,17.36065574,17,13,29,1059,3.225072541,23.26229508,22,13,34,1419,6.405470681,,,0.054086265,0.818404586,-0.038323319,-0.429032968,0.392297164,2.046514088
ID619537,619537,2,2.789243221,14.05230549,23.27825386,0,54,18,0.25,1,,27.08196721,28,18,35,1652,3.774012374,17.8852459,18,14,25,1091,2.477218606,20.27868852,20,12,28,1237,4.278360853,,,0.033884142,0.470361211,-0.026623679,-0.394955237,0.356266703,2.490133229
ID619776,619776,2,2.692021847,14.31948164,23.19090094,0,60,20,0.25,1,,22.68852459,23,12,36,1384,5.690755614,20.26229508,20,11,31,1236,3.424916735,18.96721311,18,12,28,1157,4.861300283,,,0.009758322,0.077059115,0.002694151,0.031792303,0.355012793,2.044474409
ID619597,619597,2,2.090402842,14.27190228,23.2491773,0,63,21,0.25,1,,25.72131148,26,17,34,1569,4.708613198,18.96721311,18,15,28,1157,2.798614021,16.96721311,17,11,24,1035,3.58686127,,,0.02431859,0.25937817,-0.040356652,-0.570027476,0.29519882,2.1562748
ID619656,619656,2,3.078805685,14.22288143,23.2812653,0,66,22,0.25,1,,25.31147541,25,15,37,1544,5.469737908,19.29508197,19,11,28,1177,3.436782712,20.16393443,19,11,36,1230,6.606008194,,,0.033143048,0.296901869,-0.00382309,-0.043092585,0.361316795,1.620298801
ID620167,620167,2,3.830775976,14.23013551,23.30960807,0,69,23,0.25,1,,27.59016393,28,15,35,1683,5.145797797,16.59016393,16,12,23,1012,3.067990923,23.49180328,21,14,40,1433,7.258610865,,,0.060711753,0.613771834,-0.06171903,-0.711398238,0.394558519,1.831333831
ID619714,619714,2,2.569341183,14.33491121,23.18252096,0,72,24,0.25,1,,21.19672131,22,13,33,1293,4.94240047,19.36065574,19,12,27,1181,3.696993314,19.24590164,19,10,32,1174,4.570396546,,,-0.030077784,-0.265992676,0.003604374,0.037615656,0.353212196,2.198285838
